,LocCon1DLongLSTMResidual_periods5
AP7,0.2634138915647056
AP6,0.2664659150321151
AP4,0.23774198517454326
AP5,0.21210375265284298
AP1,0.12303487860106209
DH5,0.13028361148864545
DH3,0.09891558853280596
DH4,0.08705493622472159
DH11,0.1630620713055885
DH2,0.1562001277280714
DH10,0.10437116293144942
DH8,0.17578546042738571
DH6,0.14820509436055057
DH7,0.16954512704994631
DH9,0.1519931513365691
DH1,0.198439692774263
