,LocCon1DLongResidualSoftmaxMSE_periods5
AP7,0.09909658511963285
AP6,0.0994687837585691
AP4,0.09512012744787551
AP5,0.08957958102979881
AP1,0.08750620913372889
DH5,0.08880494100453022
DH3,0.0696474953334382
DH4,0.06378316456472988
DH11,0.08538186604355714
DH2,0.0886029085536894
DH10,0.06643963261679325
DH8,0.07085024762340321
DH6,0.06580800658789021
DH7,0.07126959370010666
DH9,0.07372838309353358
DH1,0.08609563438870271
