,LocCon2DResidual_periods5
AP7,0.10464092357054243
AP6,0.1053596630951845
AP4,0.10313099481307933
AP5,0.10529996440445528
AP1,0.10070308793205306
DH5,0.1014738510790256
DH3,0.09593185368480038
DH4,0.08986866992860326
DH11,0.10304192619980433
DH2,0.10182975493148569
DH10,0.09677897909711752
DH8,0.1005482472654073
DH6,0.09626601603815352
DH7,0.09832188165373963
DH9,0.10144408110794395
DH1,0.09959993305773403
