,LocCon1DLongResidualSoftmax_periods5
AP7,0.10464121674223645
AP6,0.10536814327261497
AP4,0.10312651358846811
AP5,0.10497796906975534
AP1,0.0949224386460926
DH5,0.0995408126053906
DH3,0.0761152703745097
DH4,0.06784575643045797
DH11,0.10100835397583911
DH2,0.0940923531134922
DH10,0.09152973444545046
DH8,0.10477625941575092
DH6,0.10438722520831503
DH7,0.09217662999200778
DH9,0.08895786475691561
DH1,0.09387679193249363
