,LocCon1DLongResidual_periods5
AP7,0.038902403410192916
AP6,0.03931252150993837
AP4,0.03849527658618288
AP5,0.03925129050926778
AP1,0.03825609451386375
DH5,0.03882900377679064
DH3,0.04054648680525365
DH4,0.03844692774194799
DH11,0.038694812237259485
DH2,0.03854921028133843
DH10,0.03573195018462949
DH8,0.039067941037358875
DH6,0.038878805803707485
DH7,0.03878333457554214
DH9,0.04032522315356871
DH1,0.037302557044554215
