,LocCon2DResidualMSE_periods5
AP7,0.045951071720035985
AP6,0.043750970212987635
AP4,0.043117513478798476
AP5,0.04460060628603538
AP1,0.0395218205082389
DH5,0.04427285522543864
DH3,0.03087180300058885
DH4,0.029110082952758982
DH11,0.04314186396398334
DH2,0.04009452240944671
DH10,0.03304905951024689
DH8,0.03207284008736548
DH6,0.031103390836929756
DH7,0.031331492857008786
DH9,0.03762004745395273
DH1,0.037724953899675805
