,LocCon1DLongLSTMMSE_periods5
AP7,0.09817498484953997
AP6,0.09626376361026918
AP4,0.0921316772189807
AP5,0.08692271990602635
AP1,0.08680708892753863
DH5,0.08773294400439631
DH3,0.06765231373721461
DH4,0.06067030006036101
DH11,0.08157393381984646
DH2,0.08655288802640697
DH10,0.06397588728603937
DH8,0.06600374502844406
DH6,0.06324615281158104
DH7,0.06691929217115346
DH9,0.0695211916600412
DH1,0.0832607402298066
