,LocCon1DLongLSTM_periods5
AP7,0.10900751534517403
AP6,0.08521163593506242
AP4,0.0599885760672242
AP5,0.07822399189880948
AP1,0.04384978313968724
DH5,0.046489372088704274
DH3,0.04280627019350709
DH4,0.03377498793619088
DH11,0.05131324609141726
DH2,0.04549147638627816
DH10,0.04093727428750516
DH8,0.04477628757567989
DH6,0.047401926340367245
DH7,0.03794180599168727
DH9,0.05682012303503303
DH1,0.05400092763427282
