,GPconstant_LocCon2D_LSTM_periods3
AP1,0.07263731974736552
AP4,0.08668585937381335
AP5,0.07022085948108595
AP6,0.09941137241801527
AP7,0.09569235208695588
DH1,0.08459114815199394
DH10,0.06838752794370023
DH11,0.06808341243071532
DH2,0.08067265926186253
DH3,0.07501758197747227
DH4,0.07229603882717385
DH5,0.07591502774074603
DH6,0.07249920439966925
DH7,0.0761048590051684
DH8,0.06982098113924727
DH9,0.0723084489184314
