,GPtorch_LocCon2D_Dense_periods3
AP1,0.08599813550866438
AP4,0.09595536951902855
AP5,0.08207664371453009
AP6,0.11037063763552353
AP7,0.11373678470600256
DH1,0.09608771665885903
DH10,0.07788006239472549
DH11,0.07684028990438178
DH2,0.09132191443123625
DH3,0.08583446265827777
DH4,0.083057462683792
DH5,0.08951988005725801
DH6,0.077837866739105
DH7,0.08504538596480324
DH8,0.07721350269027974
DH9,0.07696387804225001
