,GPtorch_LocCon2D_LSTM_periods5
AP1,0.08127512390560246
AP4,0.09659884912883152
AP5,0.08375079963613749
AP6,0.1145199043910502
AP7,0.10861139694807766
DH1,0.09218823765555416
DH10,0.07639136601299776
DH11,0.0751052373559735
DH2,0.08762588281331944
DH3,0.0827637366930256
DH4,0.07976803196443909
DH5,0.08474506559848094
DH6,0.07947735976114312
DH7,0.08259758074217383
DH8,0.07581848066454785
DH9,0.07757902413600896
